,name,read_count,percentage
0,Bacteroides coprocola,2943,21.705140497086806
1,Bacteroides plebeius,1262,9.307471052437496
2,Bacteroides vulgatus,593,4.373478870123165
3,Bacteroides stercoris,450,3.3188288221845266
4,Bacteroides massiliensis,404,2.979570764805664
5,Oscillibacter valericigenes,400,2.950070064164024
6,Sutterella wadsworthensis,277,2.0429235194335864
7,Alistipes putredinis,262,1.9322958920274358
8,Desulfovibrio piger,174,1.2832804779113505
9,Megamonas rupellensis,153,1.1284017995427391
10,Megasphaera indica,135,0.9956486466553581
11,Parabacteroides distasonis,124,0.9145217198908474
12,Bacteroides fragilis,120,0.8850210192492072
13,Oscillibacter ruminantium,105,0.7743933918430563
14,Acidaminococcus intestini,100,0.737517516041006
15,Escherichia fergusonii,92,0.6785161147577254
16,Megamonas funiformis,83,0.6121395383140349
17,Paraprevotella xylaniphila,71,0.5236374363891142
18,[Desulfotomaculum] guttoideum,67,0.494136735747474
19,Klebsiella pneumoniae,61,0.4498856847850136
20,Barnesiella intestinihominis,57,0.42038498414337344
21,[Clostridium] bolteae,57,0.42038498414337344
22,Bacteroides uniformis,48,0.3540084076996829
23,Parabacteroides merdae,48,0.3540084076996829
24,Odoribacter splanchnicus,42,0.3097573567372225
25,Alistipes shahii,36,0.26550630577476214
26,Dialister succinatiphilus,30,0.2212552548123018
27,Desulfovibrio vulgaris,29,0.21388007965189174
28,Desulfovibrio desulfuricans,26,0.19175455417066153
29,Roseburia faecis,25,0.1843793790102515
30,Megasphaera elsdenii,20,0.1475035032082012
31,Anaerotignum lactatifermentans,18,0.13275315288738107
32,Lachnoclostridium pacaense,16,0.11800280256656094
33,Bacteroides mediterraneensis,15,0.1106276274061509
34,[Clostridium] saccharolyticum,15,0.1106276274061509
35,Alistipes onderdonkii,13,0.09587727708533077
36,[Clostridium] amygdalinum,12,0.08850210192492072
37,Desulfovibrio oxamicus,11,0.08112692676451067
38,[Clostridium] citroniae,11,0.08112692676451067
39,Escherichia coli,10,0.0737517516041006
40,Shigella sonnei,10,0.0737517516041006
41,Sutterella massiliensis,10,0.0737517516041006
42,[Clostridium] indolis,10,0.0737517516041006
43,[Clostridium] lavalense,9,0.06637657644369054
44,Shigella dysenteriae,9,0.06637657644369054
45,Bacteroides caccae,9,0.06637657644369054
46,[Clostridium] xylanolyticum,8,0.05900140128328047
47,Bacteroides thetaiotaomicron,8,0.05900140128328047
48,Bacteroides gallinarum,7,0.05162622612287042
49,[Clostridium] aerotolerans,7,0.05162622612287042
50,[Clostridium] sphenoides,7,0.05162622612287042
51,[Clostridium] celerecrescens,7,0.05162622612287042
52,Bacteroides ovatus,7,0.05162622612287042
53,Streptococcus salivarius,7,0.05162622612287042
54,Bacteroides rodentium,7,0.05162622612287042
55,Bacteroides finegoldii,6,0.04425105096246036
56,Bacteroides clarus,6,0.04425105096246036
57,Veillonella parvula,6,0.04425105096246036
58,Sutterella stercoricanis,6,0.04425105096246036
59,Bacteroides xylanisolvens,6,0.04425105096246036
60,Streptococcus parasanguinis,6,0.04425105096246036
61,[Clostridium] clostridioforme,6,0.04425105096246036
62,Bacteroides dorei,5,0.0368758758020503
63,[Ruminococcus] gnavus,5,0.0368758758020503
64,Ruminococcus albus,5,0.0368758758020503
65,[Clostridium] spiroforme,5,0.0368758758020503
66,Megamonas hypermegale,5,0.0368758758020503
67,Bacteroides eggerthii,5,0.0368758758020503
68,Klebsiella variicola,5,0.0368758758020503
69,Shigella flexneri,5,0.0368758758020503
70,Bacteroides caecigallinarum,5,0.0368758758020503
71,Prevotella copri,5,0.0368758758020503
72,[Clostridium] aldenense,4,0.029500700641640235
73,Escherichia albertii,4,0.029500700641640235
74,Klebsiella quasipneumoniae,3,0.02212552548123018
75,Shigella boydii,3,0.02212552548123018
76,Alistipes obesi,3,0.02212552548123018
77,Bacteroides sartorii,3,0.02212552548123018
78,Bacteroides faecichinchillae,3,0.02212552548123018
79,Olsenella scatoligenes,3,0.02212552548123018
80,Bacteroides coprophilus,3,0.02212552548123018
81,Faecalicatena fissicatena,3,0.02212552548123018
82,Romboutsia timonensis,3,0.02212552548123018
83,Bacteroides barnesiae,3,0.02212552548123018
84,Prevotella stercorea,3,0.02212552548123018
85,Desulfovibrio simplex,3,0.02212552548123018
86,Kineothrix alysoides,3,0.02212552548123018
87,Citrobacter koseri,2,0.014750350320820118
