,name,read_count,percentage
0,Oscillibacter valericigenes,5356,5.556938911022576
1,Dialister succinatiphilus,5112,5.303784860557769
2,Sutterella massiliensis,3007,3.119812416998672
3,Prevotella copri,2383,2.4724020584329347
4,Barnesiella intestinihominis,2306,2.3925132802124836
5,Alistipes putredinis,2262,2.3468625498007967
6,Bacteroides massiliensis,1927,1.9992944887118194
7,Bacteroides vulgatus,1745,1.8104664674634796
8,Desulfovibrio piger,1308,1.3570717131474104
9,Parabacteroides merdae,1182,1.2263446215139442
10,Roseburia inulinivorans,1125,1.1672061752988048
11,Bacteroides thetaiotaomicron,975,1.011578685258964
12,Fusobacterium mortiferum,855,0.8870766932270917
13,Paraprevotella clara,826,0.8569887118193891
14,Parabacteroides distasonis,807,0.8372758964143425
15,Oscillibacter ruminantium,763,0.7916251660026561
16,Megasphaera indica,616,0.6391102257636122
17,Butyricimonas paravirosa,568,0.5893094289508632
18,Roseburia faecis,534,0.5540338645418327
19,Bacteroides uniformis,497,0.5156457503320053
20,Kineothrix alysoides,471,0.4886703187250996
21,Bacteroides dorei,427,0.44301958831341304
22,Bacteroides caccae,400,0.41500664010624166
23,Bacteroides coprophilus,372,0.38595617529880477
24,Alistipes obesi,333,0.3454930278884462
25,[Clostridium] bolteae,324,0.33615537848605576
26,Roseburia hominis,321,0.333042828685259
27,[Desulfotomaculum] guttoideum,302,0.3133300132802125
28,Bacteroides eggerthii,290,0.30087981407702524
29,Odoribacter splanchnicus,284,0.2946547144754316
30,Alistipes onderdonkii,281,0.2915421646746348
31,Bacteroides intestinalis,273,0.28324203187250996
32,Butyricimonas virosa,264,0.27390438247011956
33,Ruminococcus albus,260,0.26975431606905714
34,Alistipes shahii,248,0.25730411686586985
35,Alistipes indistinctus,226,0.23447875166002657
36,Bacteroides cellulosilyticus,213,0.22099103585657373
37,Butyricimonas synergistica,207,0.21476593625498006
38,Anaerotignum lactatifermentans,198,0.20542828685258963
39,Butyricimonas faecihominis,197,0.20439077025232402
40,Bacteroides plebeius,196,0.20335325365205842
41,Anaerostipes hadrus,152,0.15770252324037184
42,Faecalicatena fissicatena,140,0.1452523240371846
43,[Clostridium] indolis,131,0.13591467463479417
44,Ruminiclostridium josui,128,0.13280212483399734
45,Megamonas rupellensis,125,0.12968957503320053
46,[Clostridium] saccharolyticum,120,0.12450199203187251
47,Gracilibacter thermotolerans,114,0.11827689243027889
48,Bacteroides faecis,108,0.11205179282868527
49,Ethanoligenens harbinense,106,0.10997675962815406
50,Barnesiella viscericola,104,0.10790172642762283
51,[Ruminococcus] gnavus,86,0.08922642762284196
52,[Clostridium] amygdalinum,82,0.08507636122177954
53,Megamonas funiformis,82,0.08507636122177954
54,Parabacteroides goldsteinii,80,0.08300132802124834
55,Bacteroides stercoris,77,0.07988877822045153
56,Escherichia fergusonii,74,0.07677622841965472
57,[Clostridium] lavalense,74,0.07677622841965472
58,Spiroplasma chinense,73,0.07573871181938911
59,Mycoplasma mycoides,72,0.07470119521912351
60,Kiloniella laminariae,70,0.0726261620185923
61,Faecalicatena contorta,70,0.0726261620185923
62,Megasphaera elsdenii,69,0.0715886454183267
63,Alistipes finegoldii,68,0.0705511288180611
64,[Clostridium] symbiosum,67,0.06951361221779549
65,[Ruminococcus] torques,63,0.06536354581673307
66,Bartonella vinsonii,62,0.06432602921646746
67,Roseburia intestinalis,61,0.06328851261620186
68,Streptococcus salivarius,59,0.06121347941567065
69,Faecalicatena orotica,58,0.06017596281540505
70,Bacteroides finegoldii,56,0.05810092961487384
71,Lachnoclostridium pacaense,55,0.05706341301460824
72,Bacteroides xylanisolvens,55,0.05706341301460824
73,[Clostridium] xylanolyticum,54,0.056025896414342635
74,Bacteroides clarus,54,0.056025896414342635
75,Blautia obeum,52,0.053950863213811415
76,[Clostridium] clostridioforme,52,0.053950863213811415
77,Blautia luti,51,0.05291334661354581
78,[Clostridium] aerotolerans,48,0.049800796812749
79,Anaerotignum aminivorans,48,0.049800796812749
80,Mesorhizobium mediterraneum,46,0.047725763612217795
81,Ruminococcus champanellensis,43,0.04461321381142098
82,Christensenella minuta,42,0.043575697211155374
83,Shigella dysenteriae,41,0.04253818061088977
84,Eubacterium ventriosum,41,0.04253818061088977
85,Alistipes ihumii,38,0.03942563081009296
86,Holdemanella biformis,38,0.03942563081009296
87,Alistipes senegalensis,37,0.03838811420982736
88,Desulfovibrio vulgaris,36,0.037350597609561755
89,Akkermansia muciniphila,36,0.037350597609561755
90,Hungateiclostridium alkalicellulosi,36,0.037350597609561755
91,Bacteroides ovatus,33,0.034238047808764945
92,Peptococcus simiae,31,0.03216301460823373
93,Bartonella capreoli,31,0.03216301460823373
94,Blautia hominis,30,0.031125498007968128
95,Ruminiclostridium cellobioparum,28,0.02905046480743692
96,Asticcacaulis excentricus,28,0.02905046480743692
97,Bartonella apis,27,0.028012948207171318
98,Bacteroides stercorirosoris,27,0.028012948207171318
99,Desulfovibrio desulfuricans,27,0.028012948207171318
100,Christensenella massiliensis,27,0.028012948207171318
101,Fusobacterium equinum,26,0.026975431606905707
102,Oxobacter pfennigii,26,0.026975431606905707
103,Shigella sonnei,25,0.025937915006640104
104,Hungateiclostridium cellulolyticum,25,0.025937915006640104
105,Hungateiclostridium straminisolvens,24,0.0249003984063745
106,Sutterella stercoricanis,24,0.0249003984063745
107,Kiloniella majae,24,0.0249003984063745
108,[Clostridium] celerecrescens,24,0.0249003984063745
109,Anaerotignum propionicum,22,0.02282536520584329
110,[Clostridium] sphenoides,22,0.02282536520584329
111,Parabacteroides faecis,22,0.02282536520584329
112,Bartonella ancashensis,20,0.020750332005312084
113,Blautia producta,20,0.020750332005312084
114,Shigella flexneri,20,0.020750332005312084
115,Romboutsia timonensis,18,0.018675298804780877
116,Caldicoprobacter faecalis,18,0.018675298804780877
117,Hungateiclostridium clariflavum,18,0.018675298804780877
118,Bacteroides nordii,18,0.018675298804780877
119,[Clostridium] spiroforme,18,0.018675298804780877
120,Ruminiclostridium hungatei,17,0.017637782204515274
121,Fusobacterium ulcerans,17,0.017637782204515274
122,Thermoclostridium stercorarium,17,0.017637782204515274
123,Desulfovibrio oxamicus,17,0.017637782204515274
124,Bartonella rattaustraliani,17,0.017637782204515274
125,[Clostridium] asparagiforme,17,0.017637782204515274
126,Ruminiclostridium cellulolyticum,17,0.017637782204515274
127,Blautia glucerasea,16,0.016600265604249667
128,Escherichia coli,15,0.015562749003984064
129,Mycoplasma capricolum,15,0.015562749003984064
